scenario,time,mean_active,sd_active,n
Dual T=15,172.0,0.0,0.0,30
Dual T=15,173.0,0.0,0.0,30
Dual T=15,174.0,0.0,0.0,30
Dual T=15,175.0,0.0,0.0,30
Dual T=15,176.0,0.0,0.0,30
Dual T=15,177.0,0.0,0.0,30
Dual T=15,178.0,0.0,0.0,30
Dual T=15,179.0,0.0,0.0,30
Dual T=15,180.0,0.0,0.0,30
Dual T=30,0.0,0.0,0.0,30
Dual T=30,1.0,20.0,0.0,30
Dual T=30,2.0,38.43333333333333,3.6829835481701454,30
Dual T=30,3.0,61.166666666666664,3.6206622878002386,30
Dual T=30,4.0,79.76666666666667,4.973608509844277,30
Dual T=30,5.0,105.16666666666667,7.55706261733346,30
Dual T=30,6.0,132.66666666666666,10.882866424301799,30
Dual T=30,7.0,161.13333333333333,14.628110240061845,30
Dual T=30,8.0,195.16666666666666,20.151295557449355,30
Dual T=30,9.0,230.23333333333332,25.847941735349508,30
Dual T=30,10.0,268.03333333333336,30.14274469041041,30
Dual T=30,11.0,309.5,37.70735773806229,30
Dual T=30,12.0,351.46666666666664,42.47168089634456,30
Dual T=30,13.0,398.8666666666667,46.26589816844944,30
Dual T=30,14.0,445.7,52.293699758983955,30
Dual T=30,15.0,491.3,55.92800174608732,30
Dual T=30,16.0,540.1,59.42271132058562,30
Dual T=30,17.0,586.2666666666667,62.13108130692572,30
Dual T=30,18.0,630.4666666666667,62.8455870852676,30
Dual T=30,19.0,673.2666666666667,63.00133185966749,30
Dual T=30,20.0,712.4333333333333,61.28209691499509,30
Dual T=30,21.0,744.6333333333333,57.276391798639565,30
Dual T=30,22.0,774.9333333333333,53.37630452792205,30
Dual T=30,23.0,799.7,47.96920707689682,30
Dual T=30,24.0,818.8333333333334,43.327210000607934,30
Dual T=30,25.0,832.8,39.1543365282253,30
Dual T=30,26.0,845.9333333333333,32.29597320189424,30
Dual T=30,27.0,852.5333333333333,28.16176587984611,30
Dual T=30,28.0,854.7333333333333,23.303001631924406,30
Dual T=30,29.0,855.9333333333333,20.048103071902077,30
Dual T=30,30.0,853.9333333333333,15.77193783238147,30
Dual T=30,31.0,838.9,13.976211316326777,30
Dual T=30,32.0,823.4333333333333,14.613841651533395,30
Dual T=30,33.0,802.2666666666667,16.960264582624994,30
Dual T=30,34.0,777.4,18.012639240649687,30
Dual T=30,35.0,753.1,19.863933700779537,30
Dual T=30,36.0,725.6333333333333,20.97203940444538,30
Dual T=30,37.0,697.0666666666667,20.941516813181927,30
Dual T=30,38.0,669.0333333333333,21.737435266241114,30
Dual T=30,39.0,638.6666666666666,22.556187824971722,30
Dual T=30,40.0,609.4666666666667,25.00170109155105,30
Dual T=30,41.0,579.9333333333333,27.40995707998165,30
Dual T=30,42.0,550.2333333333333,28.270471170991883,30
Dual T=30,43.0,520.4333333333333,26.91965482861832,30
Dual T=30,44.0,493.6,25.215758619534355,30
Dual T=30,45.0,465.7,25.097259089253225,30
Dual T=30,46.0,437.06666666666666,26.602998707474416,30
Dual T=30,47.0,409.3,25.309327706707595,30
Dual T=30,48.0,384.5,25.176275093552018,30
Dual T=30,49.0,358.3,24.020321856065248,30
Dual T=30,50.0,333.56666666666666,22.6771696423629,30
Dual T=30,51.0,311.93333333333334,22.46519658207478,30
Dual T=30,52.0,291.1666666666667,22.4254832467569,30
Dual T=30,53.0,270.9,21.063696502390727,30
Dual T=30,54.0,251.9,21.881105059404327,30
Dual T=30,55.0,233.43333333333334,23.042215131382655,30
Dual T=30,56.0,217.46666666666667,21.876981026882454,30
Dual T=30,57.0,200.63333333333333,21.171684625580873,30
Dual T=30,58.0,184.53333333333333,19.55140586414102,30
Dual T=30,59.0,171.03333333333333,17.818013615310832,30
Dual T=30,60.0,158.76666666666668,17.93221592040682,30
Dual T=30,61.0,147.8,16.35047189026918,30
Dual T=30,62.0,136.73333333333332,15.935069399962122,30
Dual T=30,63.0,128.1,14.60361315707107,30
Dual T=30,64.0,119.83333333333333,13.403765125524615,30
Dual T=30,65.0,111.4,13.066408629870667,30
Dual T=30,66.0,104.0,12.340010618673128,30
Dual T=30,67.0,96.93333333333334,11.392475839216267,30
Dual T=30,68.0,91.03333333333333,10.600856612535623,30
Dual T=30,69.0,86.06666666666666,11.197085006539789,30
Dual T=30,70.0,80.63333333333334,10.34735792808744,30
Dual T=30,71.0,76.63333333333334,11.189537395551111,30
Dual T=30,72.0,72.23333333333333,10.714744379892446,30
Dual T=30,73.0,68.03333333333333,10.822974711658315,30
Dual T=30,74.0,64.5,10.291442712440675,30
Dual T=30,75.0,60.766666666666666,9.814427568928672,30
Dual T=30,76.0,56.56666666666667,9.276159034685728,30
Dual T=30,77.0,53.0,8.59831579338411,30
Dual T=30,78.0,49.2,8.507197763841127,30
Dual T=30,79.0,46.13333333333333,8.114411756924808,30
Dual T=30,80.0,42.733333333333334,7.538102447283874,30
Dual T=30,81.0,40.46666666666667,7.695647374051592,30
Dual T=30,82.0,37.8,7.145772803939209,30
Dual T=30,83.0,35.4,7.3183755499192005,30
Dual T=30,84.0,32.56666666666667,6.65755123943835,30
Dual T=30,85.0,30.266666666666666,6.302344026620974,30
Dual T=30,86.0,27.766666666666666,5.93460531374118,30
Dual T=30,87.0,25.8,5.791789670404727,30
Dual T=30,88.0,24.133333333333333,5.600082101204399,30
Dual T=30,89.0,22.4,5.462095088756756,30
Dual T=30,90.0,20.6,5.543557926346456,30
Dual T=30,91.0,19.033333333333335,5.346499553096807,30
Dual T=30,92.0,17.7,5.370095998628214,30
Dual T=30,93.0,16.166666666666668,5.065660819698639,30
Dual T=30,94.0,15.166666666666666,5.119828481322486,30
Dual T=30,95.0,14.066666666666666,4.841867218431288,30
Dual T=30,96.0,12.7,4.669416267143257,30
Dual T=30,97.0,11.6,4.694824736914556,30
Dual T=30,98.0,10.9,4.52845410175748,30
Dual T=30,99.0,10.3,4.771683719321867,30
Dual T=30,100.0,9.666666666666666,4.301830671520762,30
Dual T=30,101.0,8.8,4.113895712221505,30
Dual T=30,102.0,8.0,3.9566617765223633,30
Dual T=30,103.0,7.533333333333333,3.8750602516635775,30
Dual T=30,104.0,7.0,3.823701041552858,30
Dual T=30,105.0,6.5,3.7393527007611436,30
Dual T=30,106.0,5.8,3.5076271574758437,30
Dual T=30,107.0,5.266666666666667,3.5905367318812527,30
Dual T=30,108.0,5.0,3.5911769274345047,30
Dual T=30,109.0,4.566666666666666,3.349558214135867,30
Dual T=30,110.0,4.3,3.007461984166532,30
Dual T=30,111.0,3.966666666666667,2.8585423501876077,30
Dual T=30,112.0,3.7,2.805782206997444,30
Dual T=30,113.0,3.5,2.515469381029424,30
Dual T=30,114.0,3.1333333333333333,2.4315928273789837,30
Dual T=30,115.0,2.933333333333333,2.242740523883952,30
Dual T=30,116.0,2.7333333333333334,2.1161665623339365,30
Dual T=30,117.0,2.533333333333333,2.1291625896895083,30
Dual T=30,118.0,2.2666666666666666,2.0160277319749236,30
Dual T=30,119.0,2.066666666666667,1.9640446187314118,30
Dual T=30,120.0,1.8666666666666667,1.8332810859848758,30
Dual T=30,121.0,1.7666666666666666,1.7554512797005497,30
Dual T=30,122.0,1.6666666666666667,1.688364508227912,30
Dual T=30,123.0,1.4333333333333333,1.6543220995910688,30
Dual T=30,124.0,1.2666666666666666,1.4840144374549435,30
Dual T=30,125.0,1.0,1.3390681268239726,30
Dual T=30,126.0,0.8666666666666667,1.3321834121764768,30
Dual T=30,127.0,0.7666666666666667,1.19433528860584,30
Dual T=30,128.0,0.7666666666666667,1.2507469032909713,30
Dual T=30,129.0,0.6666666666666666,1.1547005383792517,30
Dual T=30,130.0,0.7,1.2077336998093466,30
Dual T=30,131.0,0.6666666666666666,1.2129568697262456,30
Dual T=30,132.0,0.6,1.1626367179523596,30
Dual T=30,133.0,0.6,1.1626367179523596,30
Dual T=30,134.0,0.6333333333333333,1.2726115785600325,30
Dual T=30,135.0,0.5333333333333333,1.224275530553741,30
Dual T=30,136.0,0.5333333333333333,1.224275530553741,30
Dual T=30,137.0,0.43333333333333335,1.0063019815944514,30
Dual T=30,138.0,0.36666666666666664,0.8087168778415269,30
Dual T=30,139.0,0.36666666666666664,0.8087168778415269,30
Dual T=30,140.0,0.3,0.6512587281829572,30
Dual T=30,141.0,0.23333333333333334,0.5683207771559354,30
Dual T=30,142.0,0.23333333333333334,0.5683207771559354,30
Dual T=30,143.0,0.2,0.5508613944197479,30
Dual T=30,144.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,145.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,146.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,147.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,148.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,149.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,150.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,151.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,152.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,153.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,154.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,155.0,0.13333333333333333,0.4341724854553047,30
Dual T=30,156.0,0.06666666666666667,0.2537081317024624,30
Dual T=30,157.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,158.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,159.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,160.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,161.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,162.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,163.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,164.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,165.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,166.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,167.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,168.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,169.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,170.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,171.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,172.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,173.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,174.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,175.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,176.0,0.03333333333333333,0.18257418583505536,30
Dual T=30,177.0,0.0,0.0,30
Dual T=30,178.0,0.0,0.0,30
Dual T=30,179.0,0.0,0.0,30
Dual T=30,180.0,0.0,0.0,30
Dual T=60,0.0,0.0,0.0,30
Dual T=60,1.0,20.0,0.0,30
Dual T=60,2.0,38.43333333333333,3.6829835481701454,30
Dual T=60,3.0,61.166666666666664,3.6206622878002386,30
Dual T=60,4.0,79.76666666666667,4.973608509844277,30
Dual T=60,5.0,105.16666666666667,7.55706261733346,30
Dual T=60,6.0,132.66666666666666,10.882866424301799,30
Dual T=60,7.0,161.13333333333333,14.628110240061845,30
Dual T=60,8.0,195.16666666666666,20.151295557449355,30
Dual T=60,9.0,230.23333333333332,25.847941735349508,30
Dual T=60,10.0,268.03333333333336,30.14274469041041,30
Dual T=60,11.0,309.5,37.70735773806229,30
Dual T=60,12.0,351.46666666666664,42.47168089634456,30
Dual T=60,13.0,398.8666666666667,46.26589816844944,30
Dual T=60,14.0,445.7,52.293699758983955,30
Dual T=60,15.0,491.3,55.92800174608732,30
Dual T=60,16.0,540.1,59.42271132058562,30
Dual T=60,17.0,586.2666666666667,62.13108130692572,30
Dual T=60,18.0,630.4666666666667,62.8455870852676,30
Dual T=60,19.0,673.2666666666667,63.00133185966749,30
Dual T=60,20.0,712.4333333333333,61.28209691499509,30
Dual T=60,21.0,744.6333333333333,57.276391798639565,30
Dual T=60,22.0,774.9333333333333,53.37630452792205,30
Dual T=60,23.0,799.7,47.96920707689682,30
Dual T=60,24.0,818.8333333333334,43.327210000607934,30
Dual T=60,25.0,832.8,39.1543365282253,30
Dual T=60,26.0,845.9333333333333,32.29597320189424,30
Dual T=60,27.0,852.5333333333333,28.16176587984611,30
Dual T=60,28.0,854.7333333333333,23.303001631924406,30
Dual T=60,29.0,855.9333333333333,20.048103071902077,30
Dual T=60,30.0,853.9333333333333,15.77193783238147,30
Dual T=60,31.0,847.5333333333333,13.969753862846169,30
Dual T=60,32.0,840.9666666666667,13.18432542004367,30
Dual T=60,33.0,831.5666666666667,14.431009077278873,30
Dual T=60,34.0,817.1333333333333,16.72028157932617,30
Dual T=60,35.0,801.6333333333333,18.941804402511092,30
Dual T=60,36.0,786.7333333333333,20.2142546722362,30
Dual T=60,37.0,770.7666666666667,21.227313786127354,30
Dual T=60,38.0,751.5666666666667,21.21431418728358,30
Dual T=60,39.0,731.3,21.159737303629743,30
Dual T=60,40.0,712.5666666666667,23.612800931191774,30
Dual T=60,41.0,692.6666666666666,25.532039821981815,30
Dual T=60,42.0,672.0666666666667,26.51080889949886,30
Dual T=60,43.0,649.9,26.857670836441123,30
Dual T=60,44.0,628.6333333333333,26.55311311488643,30
Dual T=60,45.0,606.8666666666667,27.55024667682712,30
Dual T=60,46.0,584.6666666666666,26.58795855702138,30
Dual T=60,47.0,563.1,25.553662265366423,30
Dual T=60,48.0,543.2,25.467220310525185,30
Dual T=60,49.0,520.7666666666667,24.809179798994776,30
Dual T=60,50.0,499.2,23.589009714490867,30
Dual T=60,51.0,479.1,24.85731696898425,30
Dual T=60,52.0,458.8333333333333,23.78797629248765,30
Dual T=60,53.0,438.56666666666666,24.310751606607322,30
Dual T=60,54.0,420.9,25.172987711927,30
Dual T=60,55.0,403.46666666666664,26.228088830072252,30
Dual T=60,56.0,385.6,26.02863145023982,30
Dual T=60,57.0,368.1333333333333,25.036157760373275,30
Dual T=60,58.0,351.4,24.82295933898349,30
Dual T=60,59.0,336.76666666666665,22.52306608228831,30
Dual T=60,60.0,321.73333333333335,23.212561007044165,30
Dual T=60,61.0,305.3333333333333,21.23973721074744,30
Dual T=60,62.0,291.43333333333334,19.916521184482843,30
Dual T=60,63.0,277.1333333333333,18.61911019269761,30
Dual T=60,64.0,264.46666666666664,18.449807649372676,30
Dual T=60,65.0,251.5,16.8967452487158,30
Dual T=60,66.0,240.4,15.906190510355524,30
Dual T=60,67.0,229.73333333333332,16.660780569811315,30
Dual T=60,68.0,220.0,15.993533175889434,30
Dual T=60,69.0,211.83333333333334,16.154605051433972,30
Dual T=60,70.0,202.53333333333333,15.388606025312976,30
Dual T=60,71.0,194.43333333333334,16.102437882107363,30
Dual T=60,72.0,187.13333333333333,16.26872042810424,30
Dual T=60,73.0,179.96666666666667,16.769190413566086,30
Dual T=60,74.0,172.16666666666666,16.467487996641754,30
Dual T=60,75.0,163.73333333333332,16.538217669330663,30
Dual T=60,76.0,156.7,15.693508431722714,30
Dual T=60,77.0,150.06666666666666,15.624766664924424,30
Dual T=60,78.0,143.53333333333333,16.283550687380988,30
Dual T=60,79.0,136.16666666666666,16.27370066497886,30
Dual T=60,80.0,130.66666666666666,15.477087254553341,30
Dual T=60,81.0,123.76666666666667,15.33911685029899,30
Dual T=60,82.0,117.86666666666666,15.431122455281244,30
Dual T=60,83.0,112.86666666666666,14.604518274252955,30
Dual T=60,84.0,107.83333333333333,14.340882801983637,30
Dual T=60,85.0,101.66666666666667,14.781939897267772,30
Dual T=60,86.0,96.1,13.792426707536228,30
Dual T=60,87.0,90.66666666666667,13.651659829191248,30
Dual T=60,88.0,85.6,13.770533257898789,30
Dual T=60,89.0,80.86666666666666,13.24499471715528,30
Dual T=60,90.0,76.36666666666666,12.279737538847826,30
Dual T=60,91.0,71.46666666666667,12.372754643621784,30
Dual T=60,92.0,67.8,12.444081822850292,30
Dual T=60,93.0,63.833333333333336,12.398785628337611,30
Dual T=60,94.0,60.2,11.989650709588291,30
Dual T=60,95.0,55.63333333333333,11.090484686194406,30
Dual T=60,96.0,52.266666666666666,10.044498694459,30
Dual T=60,97.0,48.56666666666667,9.492949591882546,30
Dual T=60,98.0,45.5,8.64132014180145,30
Dual T=60,99.0,42.7,8.546626678766712,30
Dual T=60,100.0,39.86666666666667,8.36550113235318,30
Dual T=60,101.0,37.46666666666667,8.315889789343395,30
Dual T=60,102.0,34.7,8.02216756330813,30
Dual T=60,103.0,32.666666666666664,7.666916537657255,30
Dual T=60,104.0,30.6,6.911260177520401,30
Dual T=60,105.0,29.1,6.676515713226887,30
Dual T=60,106.0,27.566666666666666,6.537337501551789,30
Dual T=60,107.0,25.333333333333332,6.299060320360509,30
Dual T=60,108.0,24.033333333333335,6.504551898655191,30
Dual T=60,109.0,22.533333333333335,6.1179968173799555,30
Dual T=60,110.0,21.366666666666667,5.939251858919452,30
Dual T=60,111.0,20.0,5.717486788127612,30
Dual T=60,112.0,19.3,5.602647157586652,30
Dual T=60,113.0,18.1,5.377795984896826,30
Dual T=60,114.0,16.866666666666667,5.257069678936679,30
Dual T=60,115.0,15.733333333333333,5.212275519574347,30
Dual T=60,116.0,14.466666666666667,4.775897340008353,30
Dual T=60,117.0,13.7,4.786114974770678,30
Dual T=60,118.0,12.9,4.459395351003511,30
Dual T=60,119.0,11.733333333333333,4.193042951771696,30
Dual T=60,120.0,11.066666666666666,4.362325647802015,30
Dual T=60,121.0,10.1,4.062868020465856,30
Dual T=60,122.0,9.533333333333333,3.785027976331112,30
Dual T=60,123.0,9.033333333333333,3.7918545488375774,30
Dual T=60,124.0,8.733333333333333,3.6946684171443147,30
Dual T=60,125.0,8.1,3.6136713588337237,30
Dual T=60,126.0,7.6,3.409924662935612,30
Dual T=60,127.0,7.033333333333333,3.253468529318267,30
Dual T=60,128.0,6.7,3.2816102019041473,30
Dual T=60,129.0,6.166666666666667,3.0970879908372813,30
Dual T=60,130.0,5.966666666666667,3.0567430642629323,30
Dual T=60,131.0,5.666666666666667,3.1109742717580025,30
Dual T=60,132.0,5.3,3.0303066875631015,30
Dual T=60,133.0,5.1,2.904811703791273,30
Dual T=60,134.0,4.666666666666667,2.7584770077524396,30
Dual T=60,135.0,4.5,2.687775647451714,30
Dual T=60,136.0,4.033333333333333,2.709922168793698,30
Dual T=60,137.0,3.8666666666666667,2.7759227522459593,30
Dual T=60,138.0,3.7,2.705677300635169,30
Dual T=60,139.0,3.533333333333333,2.800656737431337,30
Dual T=60,140.0,3.1666666666666665,2.67920901005133,30
Dual T=60,141.0,2.933333333333333,2.6120850877693718,30
Dual T=60,142.0,2.8666666666666667,2.661777126519868,30
Dual T=60,143.0,2.6,2.527094556313975,30
Dual T=60,144.0,2.4,2.6208711370918985,30
Dual T=60,145.0,2.1333333333333333,2.3596220231117573,30
Dual T=60,146.0,1.9333333333333333,2.2884015402012388,30
Dual T=60,147.0,1.7666666666666666,2.2078751422302307,30
Dual T=60,148.0,1.6333333333333333,2.0254132542705237,30
Dual T=60,149.0,1.4333333333333333,2.045741301158181,30
Dual T=60,150.0,1.2333333333333334,1.69549775690744,30
Dual T=60,151.0,1.0666666666666667,1.4605934866804429,30
Dual T=60,152.0,1.0,1.3390681268239724,30
Dual T=60,153.0,0.9666666666666667,1.3514572807192966,30
Dual T=60,154.0,0.8333333333333334,1.1768846465411842,30
Dual T=60,155.0,0.8333333333333334,1.1768846465411842,30
Dual T=60,156.0,0.7666666666666667,1.072648457158112,30
Dual T=60,157.0,0.8,1.1264836959500921,30
Dual T=60,158.0,0.7666666666666667,1.1043279539543756,30
Dual T=60,159.0,0.6666666666666666,0.8840866447369844,30
Dual T=60,160.0,0.6666666666666666,0.9222660747548282,30
Dual T=60,161.0,0.6333333333333333,0.8899179866642238,30
Dual T=60,162.0,0.5666666666666667,0.858359836662575,30
Dual T=60,163.0,0.5333333333333333,0.8603661343041525,30
Dual T=60,164.0,0.43333333333333335,0.7279320417946062,30
Dual T=60,165.0,0.3333333333333333,0.6608945522512667,30
Dual T=60,166.0,0.36666666666666664,0.7648904962570575,30
Dual T=60,167.0,0.3333333333333333,0.7580980435789032,30
Dual T=60,168.0,0.3,0.7022132498578064,30
Dual T=60,169.0,0.3,0.7022132498578064,30
Dual T=60,170.0,0.3,0.7022132498578064,30
Dual T=60,171.0,0.3,0.7022132498578064,30
Dual T=60,172.0,0.26666666666666666,0.5832922809856746,30
Dual T=60,173.0,0.23333333333333334,0.5683207771559354,30
Dual T=60,174.0,0.23333333333333334,0.5683207771559354,30
Dual T=60,175.0,0.23333333333333334,0.5683207771559354,30
Dual T=60,176.0,0.23333333333333334,0.5683207771559354,30
Dual T=60,177.0,0.2,0.4842341981115023,30
Dual T=60,178.0,0.16666666666666666,0.3790490217894517,30
Dual T=60,179.0,0.16666666666666666,0.3790490217894517,30
Dual T=60,180.0,0.16666666666666666,0.3790490217894517,30
